
 Shelby County, AL Property Tax information


 Tax description , Assessed value , , Tax rate , , Tax amount 
Base tax, $43760 , x , 40.6700 , = , $1780 

 DeKalb County, GA Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
County BNDS, $119960 , x , 0.3540 , = , $42.47 
Unic Bonds, $119960 , x , 0.5550 , = , $66.58 
Hospitals, $119960 , x , 0.6420 , = , $77.01 
Special SVCS, $119960 , x , 0.9830 , = , $117.92 
City Millage, $119960 , x , 1.4380 , = , $172.50 
Fire, $119960 , x , 2.7920 , = , $334.93 
Police, $119960 , x , 4.9790 , = , $597.28 
General Opns, $119960 , x , 9.3660 , = , $1123.55 
School Opns, $119960 , x , 23.0800 , = , $2768.68 
Property tax, $119960 , x , 44.1890 , = , $5301 

 Douglas County, GA Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Base tax, $59640 , x , 33.1630 , = , $1978 

 Fayette County, GA Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
911 Services, $137404 , x , 0.2100 , = , $28.85 
Emergency Medical Service, $137404 , x , 0.4560 , = , $62.66 
County School Bond, $137404 , x , 1.1800 , = , $162.14 
County Fire, $137404 , x , 3.0700 , = , $421.83 
County M&O, $137404 , x , 4.2770 , = , $587.68 
County School M&O, $137404 , x , 19.1500 , = , $2631.29 
Property tax, $137404 , x , 28.3430 , = , $3894 

 Forsyth County, GA Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
State Tax, $565660 , x , 0.0000 , = , $0.00 
County M&O, $565660 , x , 7.4650 , = , $4222.65 
County Bond, $565660 , x , 0.9300 , = , $526.06 
School M&O, $565660 , x , 17.3000 , = , $9785.92 
School Bond, $565660 , x , 2.4180 , = , $1367.77 
Fire District, $565660 , x , 2.1750 , = , $1230.31 
Base tax, $565660 , x , 30.2880 , = , $17133 

 Fulton County, GA Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Atlanta Bonds, $67360 , x , 1.8800 , = , $126.64 
Atlanta General, $67360 , x , 7.8500 , = , $528.78 
Atlanta Parks, $67360 , x , 0.5000 , = , $33.68 
Atlanta School, $67360 , x , 2.0740 , = , $139.70 
Fulton Bonds, $67360 , x , 0.2200 , = , $14.82 
Fulton Oper, $67360 , x , 9.7760 , = , $658.51 
Property tax, $67360 , x , 22.3000 , = , $1502 

 Gwinnett County, GA Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
County, $155800 , x , 6.9500 , = , $1082.81 
Detention Center Bond, $155800 , x , 0.3600 , = , $56.09 
School, $155800 , x , 19.7000 , = , $3069.26 
School Bond, $155800 , x , 1.6500 , = , $257.07 
Recreation, $155800 , x , 1.0000 , = , $155.80 
Police, $155800 , x , 2.9000 , = , $451.82 
Fire, $155800 , x , 3.2000 , = , $498.56 
Economic Development, $155800 , x , 0.3000 , = , $46.74 
Property tax, $155800 , x , 36.0600 , = , $5618 

 Henry County, GA Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Henry County, $86240 , x , 12.7330 , = , $1098.09 
Water District, $86240 , x , 2.0000 , = , $172.48 
School M&O, $86240 , x , 20.0000 , = , $1724.80 
School Bonds, $86240 , x , 3.6280 , = , $312.88 
Property tax, $86240 , x , 38.3610 , = , $3308 

 Houston County, GA Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Base tax, $92560 , x , 24.6780 , = , $2284 

 Jones County, GA Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
School Bond, $47875 , x , 1.7880 , = , $85.60 
County M & O, $47875 , x , 16.1970 , = , $775.43 
School M & O, $47875 , x , 18.0000 , = , $861.75 
Property tax, $47875 , x , 35.9850 , = , $1723 

 Lincoln County, GA Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Base tax, $20456 , x , 32.1300 , = , $657 

 McDuffie County, GA Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Base tax, $91005 , x , 28.1900 , = , $2565 

 Monroe County, GA Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Forsyth City Taxes, $37840 , x , 3.0000 , = , $113.52 
County, $37840 , x , 13.1870 , = , $499.00 
School, $37840 , x , 15.5460 , = , $588.26 
Property tax, $37840 , x , 31.7330 , = , $1201 

 Muscogee County, GA Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Property tax, $13732 , x , 40.8410 , = , $561 

 Peach County, GA Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Byron City, $2159018 , x , 9.0000 , = , $19431.16 
County, $2159018 , x , 14.4030 , = , $31096.34 
School, $2159018 , x , 16.9050 , = , $36498.20 
Property tax, $2159018 , x , 40.3080 , = , $87026 

 Pulaski County, GA Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Fire, $6735 , x , 0.7490 , = , $5.04 
School, $6735 , x , 13.9850 , = , $94.19 
County, $6735 , x , 14.0470 , = , $94.61 
Property tax, $6735 , x , 28.7810 , = , $194 

 Richmond County, GA Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Fire - County, $20339 , x , 2.1120 , = , $42.96 
County Operations, $20339 , x , 10.4500 , = , $212.54 
School M&O, $20339 , x , 19.7940 , = , $402.59 
Property tax, $20339 , x , 32.3560 , = , $658 

 Rockdale County, GA Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
State Tax, $32320 , x , 0.0000 , = , $0.00 
County M&O, $32320 , x , 20.1900 , = , $652.54 
School M&O, $32320 , x , 24.7000 , = , $798.30 
Property tax, $32320 , x , 44.8900 , = , $1451 

 Twiggs County, GA Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Base tax, $23605 , x , 36.2000 , = , $855 

 Whitfield County, GA Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Base tax, $58199 , x , 30.5060 , = , $1775 

 Honolulu County, HI Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Hotel and Resort, $680700 , x , 13.9000 , = , $9461.73 
Property tax, , , , = , $9462 

 Ada County, ID Property Tax information

 Tax description , Assessed value , , Levy rate , , Tax amount 
Base tax, $400700 , x , 0.8335 , = , $3340 

 Canyon County, ID Property Tax information

 Tax description , Assessed value , , Levy rate , , Tax amount 
Ambulance District, $138600 , x , 0.0174 , = , $24.12 
Caldwell School Dist #132, $138600 , x , 0.3358 , = , $465.42 
Canyon County, $138600 , x , 0.3160 , = , $437.98 
Canyon Hwy #4 in Caldwell, $138600 , x , 0.1106 , = , $153.29 
City of Caldwell, $138600 , x , 0.6843 , = , $948.44 
College of Western Idaho, $138600 , x , 0.0124 , = , $17.19 
Mosquito Abatement, $138600 , x , 0.0157 , = , $21.76 
Property tax, $138600 , x , 1.4922 , = , $2068 

 Gem County, ID Property Tax information

 Tax description , Assessed value , , Total rate , , Tax amount 
Emmett School #221, $375288 , x , 0.1042 , = , $390.91 
Fire District #1, $375288 , x , 0.0398 , = , $149.46 
Gem County, $375288 , x , 0.3509 , = , $1317.01 
Gem County Road & Bridge, $375288 , x , 0.0311 , = , $116.89 
Mosquito Abatement, $375288 , x , 0.0531 , = , $199.26 
Base tax, $375288 , x , 0.5792 , = , $2174 

 Kootenai County, ID Property Tax information

 Tax description , Assessed value , , Total rate , , Tax amount 
Property tax, $2701399 , x , 0.2488 , = , $6722 

 Payette County, ID Property Tax information

 Tax description , Assessed value , , Levy rate , , Tax amount 
Base tax, $101259 , x , 1.2195 , = , $1235 

 Champaign County, IL Property Tax information

 Tax description , Total assessed value , , Tax rate , , Tax amount 
Champaign County Government, $39240 , x , 0.8327 , = , $326.75 
Forest Preserve District, $39240 , x , 0.1089 , = , $42.73 
Parkland College 505, $39240 , x , 0.5405 , = , $212.09 
Fisher Cusd #1, $39240 , x , 4.6506 , = , $1824.90 
Sang-Valley Fire Protection, $39240 , x , 0.1297 , = , $50.89 
Fisher Village, $39240 , x , 3.5839 , = , $1406.32 
Brown Township, $39240 , x , 0.2797 , = , $109.75 
Brown Road & Bridge, $39240 , x , 0.4602 , = , $180.58 
Property tax, $39240 , x , 10.5862 , = , $4154 

 Cook County, IL Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Barrington Park District, $111654 , x , 0.7600 , = , $848.57 
Barrington Public Library District, $111654 , x , 0.2440 , = , $272.44 
Community Unit School District 220, $111654 , x , 4.6690 , = , $5213.13 
Consolidated Elections, $111654 , x , 0.0300 , = , $33.50 
County of Cook, $111654 , x , 0.4540 , = , $506.91 
Forest Preserve District of Cook County, $111654 , x , 0.0590 , = , $65.88 
General Assistance Barrington, $111654 , x , 0.0010 , = , $1.12 
Harper Community College District 512, $111654 , x , 0.4030 , = , $449.97 
Lake CO Tax Obj CT Ord-220, $111654 , x , 0.0480 , = , $53.59 
Northwest Mosquito Abatement District, $111654 , x , 0.0100 , = , $11.17 
Town Barrington, $111654 , x , 0.0320 , = , $35.73 
Village of Barrington, $111654 , x , 0.5060 , = , $564.97 
Property tax, $111654 , x , 7.2160 , = , $8057 

 DeKalb County, IL Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
County, $45689 , x , 1.0629 , = , $485.64 
Forest Preserve, $45689 , x , 0.0740 , = , $33.79 
Genoa Township, $45689 , x , 0.2140 , = , $97.77 
Genoa Road & Bridge, $45689 , x , 0.1674 , = , $76.50 
City of Genoa, $45689 , x , 0.8409 , = , $384.22 
Genoa-Kingston Fire, $45689 , x , 0.4701 , = , $214.79 
Genoa Twp Park, $45689 , x , 0.5647 , = , $258.02 
School District 424, $45689 , x , 5.7075 , = , $2607.69 
CC 523 Kishwaukee, $45689 , x , 0.6528 , = , $298.25 
Genoa Public Library Dist, $45689 , x , 0.2821 , = , $128.88 
Property tax, $45689 , x , 10.0365 , = , $4586 

 DuPage County, IL Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Property tax, $65240 , x , 9.0406 , = , $5898 

 Grundy County, IL Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
County, $69572 , x , 0.6520 , = , $453.61 
Saratoga Grade 60C, $69572 , x , 2.9335 , = , $2040.89 
Morris Fire & Ambul, $69572 , x , 0.6270 , = , $436.19 
Morris High 101, $69572 , x , 2.0005 , = , $1391.76 
Joliet JR Coll 525, $69572 , x , 0.2903 , = , $202.00 
Morris Area Library, $69572 , x , 0.1620 , = , $112.67 
Saratoga Twp Road, $69572 , x , 0.1346 , = , $93.66 
Saratoga Twp, $69572 , x , 0.0521 , = , $36.25 
City of Morris, $69572 , x , 0.6656 , = , $463.09 
Base tax, $69572 , x , 7.5176 , = , $5230 

 Kane County, IL Property Tax information

 Tax description , Taxable value , , Tax rate , , Tax amount 
Kane County, $37516 , x , 0.3739 , = , $140.27 
Kane Forest Preserve, $37516 , x , 0.1549 , = , $58.10 
Aurora Township, $37516 , x , 0.2107 , = , $79.03 
Aurora Twp Road Dist, $37516 , x , 0.0887 , = , $33.30 
Aurora City, $37516 , x , 1.9384 , = , $727.20 
East Aurora SCH Dist 131, $37516 , x , 4.6607 , = , $1748.50 
Waubonsee College 516, $37516 , x , 0.5377 , = , $201.71 
Fox Valley Park District, $37516 , x , 0.4916 , = , $184.41 
Aurora City Library, $37516 , x , 0.3552 , = , $133.26 
Current tax, , , , = , $3306 
&nbsp
Base tax, $43516 , x , 8.8117 , = , $3834 

 Kendall County, IL Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Base tax, $117571 , x , 9.0304% , = , $10617 

 Lake County, IL Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
County of Lake, $24789 , x , 0.5980 , = , $148.24 
North Shore Water Reclamation District, $24789 , x , 0.1571 , = , $38.93 
Forest Preserve, $24789 , x , 0.1818 , = , $45.07 
College of Lake County #532, $24789 , x , 0.2897 , = , $71.81 
Waukegan Comm Unit School Dist #60, $24789 , x , 6.1230 , = , $1517.83 
Waukegan Park Dist, $24789 , x , 0.8763 , = , $217.22 
City of Waukegan, $24789 , x , 2.7545 , = , $682.82 
Road and Bridge-Waukegan, $24789 , x , 0.0277 , = , $6.87 
Township of Waukegan, $24789 , x , 0.3275 , = , $81.19 
Property tax, $24789 , x , 11.3356 , = , $2810 

 Madison County, IL Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Madison County, $21670 , x , 0.5746 , = , $124.52 
Granite City Park, $21670 , x , 0.5588 , = , $121.09 
City of Granite City, $21670 , x , 3.5714 , = , $773.92 
Granite City Township, $21670 , x , 0.3761 , = , $81.50 
Six-Mile Reg. Library, $21670 , x , 0.4507 , = , $97.67 
Granite City Cu #9, $21670 , x , 4.4407 , = , $962.30 
Metro East Sanitary, $21670 , x , 0.4107 , = , $89.00 
SW IL College #522, $21670 , x , 0.4544 , = , $98.47 
Base tax, $21670 , x , 10.8374 , = , $2348 

 Will County, IL Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Forest Preserve, $210900 , x , 0.1462 , = , $308.34 
Troy Twp Town Funds, $210900 , x , 0.0751 , = , $158.39 
Troy Twp Road Funds, $210900 , x , 0.0443 , = , $93.43 
School District 30-C, $210900 , x , 3.9397 , = , $8308.83 
High School Dist 204, $210900 , x , 2.5396 , = , $5356.02 
Will County, $210900 , x , 0.5842 , = , $1232.08 
City of Joliet Fire, $210900 , x , 0.0647 , = , $136.45 
City of Joliet, $210900 , x , 1.1108 , = , $2342.68 
City Joliet Rd & Br, $210900 , x , 0.0442 , = , $93.22 
Joliet Park District, $210900 , x , 0.4163 , = , $877.98 
City Joliet Pub Lib, $210900 , x , 0.1808 , = , $381.31 
Comm College Dist 525, $210900 , x , 0.2938 , = , $619.62 
Property tax, $210900 , x , 9.4397 , = , $19908 

 Winnebago County, IL Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Winnebago County, $132074 , x , 0.9436 , = , $1246.25 
Forest Preserve, $132074 , x , 0.1073 , = , $141.72 
Winnebago Park District, $132074 , x , 0.1239 , = , $163.64 
Winnebago Township, $132074 , x , 0.1595 , = , $210.66 
Winnebago Unit SD #323, $132074 , x , 6.6043 , = , $8722.56 
Winnebago Library, $132074 , x , 0.2018 , = , $266.53 
Community College 511, $132074 , x , 0.4615 , = , $609.52 
W B S Fire, $132074 , x , 0.9200 , = , $1215.08 
RKFD - Winn Drainage, $132074 , x , 0.0392 , = , $51.77 
Winnebago TWSP Road, $132074 , x , 0.1868 , = , $246.71 
Property tax, $132074 , x , 9.7479 , = , $12874 

 Bartholomew County, IN Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Base tax, $129600 , x , 2.7275 , = , $3535 

 Boone County, IN Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Property tax, $54700 , x , 1.7337 , = , $948 

 Brown County, IN Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Property tax, $147400 , x , 1.1078 , = , $1633 

 Clark County, IN Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Base tax, $22700 , x , 1.7923 , = , $407 

 Crawford County, IN Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Base tax, $4500 , x , 2.9416 , = , $132 

 Dearborn County, IN Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Base tax, $168400 , x , 2.0607 , = , $3470 

 Decatur County, IN Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Base tax, $72800 , x , 2.5025 , = , $1822 

 Floyd County, IN Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Base tax, $190700 , x , 1.5959 , = , $3043 

 Franklin County, IN Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Base tax, $182000 , x , 1.5164 , = , $2760 

 Hamilton County, IN Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Property tax, $278200 , x , 2.2930 , = , $6379 

 Hancock County, IN Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Base tax, $181300 , x , 2.4068 , = , $4364 

 Harrison County, IN Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Base tax, $126400 , x , 1.2334 , = , $1559 

 Hendricks County, IN Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Base tax, $404000 , x , 2.0910 , = , $8448 

 Jackson County, IN Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Base tax, $195800 , x , 1.4347 , = , $2809 

 Jefferson County, IN Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Base tax, $128100 , x , 2.2327 , = , $2860 

 Jennings County, IN Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Base tax, $107900 , x , 2.0446 , = , $2206 

 Johnson County, IN Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Base tax, $333100 , x , 1.6956 , = , $5648 

 Madison County, IN Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Base tax, $107800 , x , 5.3563 , = , $5774 

 Marion County, IN Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Base tax, $18100 , x , 2.9616 , = , $536 

 Montgomery County, IN Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Base tax, $65700 , x , 4.0795 , = , $2680 

 Morgan County, IN Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Base tax, $347300 , x , 1.5916 , = , $5528 

 Ohio County, IN Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Base tax, $185000 , x , 1.6053 , = , $2970 

 Orange County, IN Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Base tax, $104600 , x , 2.4323 , = , $2544 

 Putnam County, IN Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Base tax, $89600 , x , 3.2923 , = , $2950 

 Rush County, IN Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Base tax, $48400 , x , 4.5398 , = , $2197 

 Shelby County, IN Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Base tax, $111100 , x , 1.5642 , = , $1738 

 Switzerland County, IN Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Base tax, $36500 , x , 1.4976 , = , $547 

 Tipton County, IN Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Base tax, $224900 , x , 1.4619 , = , $3288 

 Union County, IN Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Base tax, $140800 , x , 1.9558 , = , $2754 

 Wayne County, IN Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Base tax, $84100 , x , 2.2808 , = , $1918 

 Dallas County, IA Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Dallas County, $228650 , x , 0.0028 , = , $0.64 
Area College, $228650 , x , 0.6525 , = , $149.19 
City, $228650 , x , 15.4203 , = , $3525.84 
County Budget, $228650 , x , 4.1632 , = , $951.91 
Other Agencies, $228650 , x , 0.7413 , = , $169.49 
Rta, $228650 , x , 0.2859 , = , $65.37 
School, $228650 , x , 18.9593 , = , $4335.03 
Base tax, $228650 , x , 40.2251 , = , $9197 

 Polk County, IA Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Polk County, $121604 , x , 7.3088 , = , $888.78 
Agricultural Extension, $121604 , x , 0.0350 , = , $4.26 
Area XL College, $121604 , x , 0.6353 , = , $77.26 
Broadlawns Hospital, $121604 , x , 2.6741 , = , $325.18 
City Rate, $121604 , x , 10.1600 , = , $1235.50 
County Assessor, $121604 , x , 0.2484 , = , $30.20 
Polk County, $121604 , x , 7.3088 , = , $888.78 
Regional Transit, $121604 , x , 0.7120 , = , $86.58 
Specials Rate, $121604 , x , 0.1668 , = , $20.29 
State of Iowa, $121604 , x , 0.0027 , = , $0.33 
Urbandale, $121604 , x , 17.9448 , = , $2182.16 
Property tax (estimated), $121604 , x , 47.1967 , = , $5739 

 Pottawattamie County, IA Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Base tax, $322400 , x , 40.1417 , = , $12942 

 Leavenworth County, KS Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
County, $42056 , x , 36.9460 , = , $1553.80 
N.E. KS. Library, $42056 , x , 1.3510 , = , $56.82 
School - Usd 464, $42056 , x , 67.5810 , = , $2842.19 
State, $42056 , x , 1.5000 , = , $63.08 
Tonganoxie Township, $42056 , x , 19.4520 , = , $818.07 
Property tax, $42056 , x , 126.8300 , = , $5334 

 Wyandotte County, KS Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
County Rate, $15295 , x , 39.3273 , = , $601.51 
State Rate, $15295 , x , 1.5000 , = , $22.94 
Community College, $15295 , x , 27.4260 , = , $419.48 
School District, $15295 , x , 49.6519 , = , $759.43 
Usd #500 Combined Public Library, $15295 , x , 11.1689 , = , $170.83 
City & Township, $15295 , x , 38.4703 , = , $588.40 
Base tax, $15295 , x , 167.5444 , = , $2563 

 Boone County, KY Property Tax information

 Tax description , Taxable value , , Tax rate , , Tax amount 
Extension Office, $364000 , x , 0.0175 , = , $63.70 
Health Department, $364000 , x , 0.0213 , = , $77.53 
Library, $364000 , x , 0.0490 , = , $178.36 
County, $364000 , x , 0.1010 , = , $367.64 
State, $364000 , x , 0.1220 , = , $444.08 
Union Fire, $364000 , x , 0.1750 , = , $637.00 
School, $364000 , x , 0.6590 , = , $2398.76 
Property tax, $364000 , x , 1.1448 , = , $4167 

 Caddo Parish, LA Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Base tax, $21864 , x , 157.7480 , = , $3449 

 East Baton Rouge Parish, LA Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Base tax, $2700 , x , 116.4420 , = , $314 

 Jefferson Parish, LA Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Base tax, $27960 , x , 118.1400 , = , $3303 

 Androscoggin County, ME Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Property tax, $56000 , x , 23.7500‰ , = , $1330 

 Aroostook County, ME Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Property tax, $8880 , x , 18.8060‰ , = , $167 

 Cumberland County, ME Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Property tax, $151700 , x , 13.6190‰ , = , $2066 

 Franklin County, ME Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Property tax, $47000 , x , 6.5110‰ , = , $306 

 Hancock County, ME Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Property tax, $47200 , x , 14.4920‰ , = , $684 

 Kennebec County, ME Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Property tax, $169700 , x , 17.5490‰ , = , $2978 

 Knox County, ME Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Property tax, $20700 , x , 22.8020‰ , = , $472 

 Lincoln County, ME Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Property tax, $82880 , x , 18.9550‰ , = , $1571 

 Oxford County, ME Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Property tax, $424700 , x , 9.3010‰ , = , $3950 

 Penobscot County, ME Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Property tax, $175860 , x , 18.2020‰ , = , $3201 

 Piscataquis County, ME Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Property tax, $85400 , x , 22.7990‰ , = , $1947 

 Sagadahoc County, ME Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Property tax, $62300 , x , 20.0000‰ , = , $1246 

 Somerset County, ME Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Property tax, $11310 , x , 22.2810‰ , = , $252 

 Waldo County, ME Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Property tax, $383700 , x , 23.2990‰ , = , $8940 

 York County, ME Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Property tax, $224047 , x , 12.0510‰ , = , $2700 

 Anne Arundel County, MD Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
State, $495400 , x , 0.1120 , = , $554.85 
County, $495400 , x , 0.9340 , = , $4627.04 
Base tax, $495400 , x , 1.0460 , = , $5182 

 Baltimore County, MD Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
State, $202900 , x , 0.1120 , = , $227.25 
County, $202900 , x , 1.1000 , = , $2231.90 
Property tax, $202900 , x , 1.2120 , = , $2459 

 Calvert County, MD Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
State, $628267 , x , 0.1120 , = , $703.66 
County, $628267 , x , 0.9320 , = , $5855.45 
Property tax, $628267 , x , 1.0440 , = , $6559 

 Carroll County, MD Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
State, $513867 , x , 0.1120 , = , $575.53 
County, $513867 , x , 1.0180 , = , $5231.17 
Mount Airy, $513867 , x , 0.1662 , = , $854.05 
Base tax, $513867 , x , 1.2962 , = , $6661 

 Cecil County, MD Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
State, $153533 , x , 0.1120 , = , $171.96 
County, $153533 , x , 1.0414 , = , $1598.89 
Cecilton, $153533 , x , 0.2321 , = , $356.35 
Base tax, $153533 , x , 1.3855 , = , $2127 

 Charles County, MD Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
State, $297200 , x , 0.1120 , = , $332.86 
County, $297200 , x , 1.1410 , = , $3391.05 
Fire Tax, $297200 , x , 0.1760 , = , $523.07 
LA Plata, $297200 , x , 0.3200 , = , $951.04 
Property tax, $297200 , x , 1.7490 , = , $5198 

 Frederick County, MD Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
State, $238033 , x , 0.1120 , = , $266.60 
County, $238033 , x , 0.9432 , = , $2245.13 
Base tax, $238033 , x , 1.0552 , = , $2512 

 Harford County, MD Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
State, $296333 , x , 0.1120 , = , $331.89 
County, $296333 , x , 0.8937 , = , $2648.33 
Special Tax, $296333 , x , 0.1483 , = , $439.46 
Property tax, $296333 , x , 1.1540 , = , $3420 

 Howard County, MD Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
State, $252800 , x , 0.1120 , = , $283.14 
County, $252800 , x , 1.0140 , = , $2563.39 
Fire Tax, $252800 , x , 0.2360 , = , $596.61 
Ad Valorem Tax, $252800 , x , 0.0800 , = , $202.24 
Property tax, $252800 , x , 1.4420 , = , $3645 

 Montgomery County, MD Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
State, $302200 , x , 0.1120 , = , $338.46 
County, $302200 , x , 0.7166 , = , $2165.57 
County Special Service, $302200 , x , 0.1670 , = , $504.67 
City of Rockvilles, $302200 , x , 0.2920 , = , $882.42 
Property tax, $302200 , x , 1.2876 , = , $3891 

 Barnstable County, MA Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Property tax, $309200 , x , 13.7710‰ , = , $4258 

 Bristol County, MA Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Property tax, $352500 , x , 11.2910‰ , = , $3980 

 Dukes County, MA Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Property tax, $468700 , x , 7.3690‰ , = , $3454 

 Essex County, MA Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Property tax, $302600 , x , 13.4400‰ , = , $4067 

