
 Shelby County, AL Property Tax information

Property tax, $139096 , x , 1.1383 , = , $1583 

 Adams County, CO Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Adams County, $25859 , x , 26.8970 , = , $695.56 
Rangeview Library District, $25859 , x , 3.6700 , = , $94.91 
School District 12, $25859 , x , 69.7850 , = , $1804.64 
Thornton, $25859 , x , 10.2100 , = , $264.03 
Urban Drainage & Flood Control, $25859 , x , 0.9000 , = , $23.27 
Urban Drainage South Platte, $25859 , x , 0.1000 , = , $2.59 
Base tax, $25859 , x , 111.5620 , = , $2885 

 Arapahoe County, CO Property Tax information

 Tax description , Assessed value , , Mill levy , , Tax amount 
Arapahoe County, $12363 , x , 12.0130 , = , $148.52 
Aurora School Dist # 28J, $12363 , x , 82.0340 , = , $1014.19 
City of Aurora, $12363 , x , 8.0760 , = , $99.84 
Developmental Disability, $12363 , x , 1.0000 , = , $12.36 
Urban Drainage & Flood, $12363 , x , 0.9000 , = , $11.13 
Urbn DRNGE&FLD (S Platte), $12363 , x , 0.1000 , = , $1.24 
Property tax, $12363 , x , 104.1230 , = , $1287 

 Boulder County, CO Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Property tax, $569323 , x , 87.0450 , = , $49557 

 Broomfield County, CO Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Broomfield City, $1497893 , x , 11.4570 , = , $17161.37 
Broomfield Village Metro #2 Bond, $1497893 , x , 50.0000 , = , $74894.68 
Urban Drainage and Flood, $1497893 , x , 0.9000 , = , $1348.10 
Boulder Valley Re 2 Trans Fund, $1497893 , x , 0.9920 , = , $1485.91 
Northern Colorado Water, $1497893 , x , 1.0000 , = , $1497.89 
North Metro Fire Bond Fund, $1497893 , x , 1.4000 , = , $2097.05 
Broomfield County HHS, $1497893 , x , 2.2500 , = , $3370.26 
Boulder Valley Re 2 Capital, $1497893 , x , 4.0000 , = , $5991.57 
Broomfield Village Metro #2 General, $1497893 , x , 5.0000 , = , $7489.47 
Boulder Valley Re 2 Bond, $1497893 , x , 7.8100 , = , $11698.55 
North Metro Fire Gen Fund, $1497893 , x , 13.2260 , = , $19811.14 
Broomfield County General Fund, $1497893 , x , 15.2610 , = , $22859.35 
Boulder Valley Re 2 Gen, $1497893 , x , 35.2760 , = , $52839.69 
North Metro Fire Abatement, $1497893 , x , 0.1860 , = , $278.61 
Boulder Valley Re 2 Abate, $1497893 , x , 0.3150 , = , $471.84 
Property tax, $1497893 , x , 149.0730 , = , $223295 

 Denver County, CO Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
City & County of Denver, $15344 , x , 74.1950 , = , $1138.45 
Property tax, $15344 , x , 74.1950 , = , $1138 

 Douglas County, CO Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Urban Drainage & Flood South Platte, $42990 , x , 0.1000 , = , $4.30 
Urban Drainage & Flood Control District, $42990 , x , 0.9000 , = , $38.69 
Douglas Public Library District, $42990 , x , 4.0120 , = , $172.48 
Douglas County Law Enforcement, $42990 , x , 4.5000 , = , $193.46 
Douglas County Re-1 School District, $42990 , x , 35.4500 , = , $1524.00 
South Metro Fire Rescue Fire Protection District, $42990 , x , 9.2500 , = , $397.66 
Highlands Ranch Metro District, $42990 , x , 11.2050 , = , $481.70 
Douglas County Government, $42990 , x , 19.2740 , = , $828.59 
Douglas County Schools - Debt Service, $42990 , x , 8.0540 , = , $346.24 
Property tax, $42990 , x , 92.7450 , = , $3987 

 El Paso County, CO Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Epc Road & Bridge (Unshared), $28290 , x , 0.3300 , = , $9.34 
Pikes Peak Library, $28290 , x , 3.8550 , = , $109.06 
El Paso County, $28290 , x , 8.0850 , = , $228.72 
Black Forest Fire Protection, $28290 , x , 15.1390 , = , $428.28 
Academy School No 20, $28290 , x , 60.2160 , = , $1703.51 
Property tax, $28290 , x , 87.6250 , = , $2479 

 Jefferson County, CO Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Property tax, $43717 , x , 92.3020 , = , $4035 

 Larimer County, CO Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
City of Fort Collins, $33333 , x , 9.7970 , = , $326.56 
Health District of Northern Larimer Cnty, $33333 , x , 2.1670 , = , $72.23 
Larimer County, $33333 , x , 22.4580 , = , $748.59 
Larimer County Pest Control, $33333 , x , 0.1420 , = , $4.73 
Northern Colorado Water Cons District, $33333 , x , 1.0000 , = , $33.33 
Poudre R-1 School District, $33333 , x , 55.0000 , = , $1833.32 
Poudre River Public Library District, $33333 , x , 3.0000 , = , $100.00 
Property tax, $33333 , x , 93.5640 , = , $3119 

 Weld County, CO Property Tax information

 Tax description , Assessed value , , Mill levy , , Tax amount 
High Plains Library, $26180 , x , 3.1810 , = , $83.28 
Mead Town, $26180 , x , 11.5220 , = , $301.65 
Mountain View Fire Protection District, $26180 , x , 16.2470 , = , $425.35 
Northern Colorado Water (NCW), $26180 , x , 1.0000 , = , $26.18 
School Dist Re1j-Longmont, $26180 , x , 56.5420 , = , $1480.27 
St Vrain Left Hand Water (SVW), $26180 , x , 1.4060 , = , $36.81 
Weld County, $26180 , x , 15.0380 , = , $393.69 
Property tax, $26180 , x , 104.9360 , = , $2747 

 Fairfield County, CT Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Property tax, $224490 , x , 34.2600‰ , = , $7691 

 Hartford County, CT Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Property tax, $211790 , x , 34.2080‰ , = , $7245 

 Litchfield County, CT Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Property tax, $5050 , x , 32.4750‰ , = , $164 

 Middlesex County, CT Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Property tax, $2236930 , x , 29.5000‰ , = , $65989 

 New London County, CT Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Property tax, $52990 , x , 27.0050‰ , = , $1431 

 Tolland County, CT Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Property tax, $208100 , x , 36.0020‰ , = , $7492 

 Windham County, CT Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Property tax, $109500 , x , 36.3740‰ , = , $3983 

 New Castle County, DE Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
New Castle County, $89800 , x , 0.8104 , = , $727.74 
Crossing Guard, $89800 , x , 0.0175 , = , $15.75 
School, $89800 , x , 2.1930 , = , $1969.31 
NNC Vocational, $89800 , x , 0.1710 , = , $153.56 
Base tax, $89800 , x , 3.1919 , = , $2866 

 Alachua County, FL Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Base tax, $171203 , x , 21.9635 , = , $3760 

 Baker County, FL Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
City-Macclenny, $172114 , x , 3.6000 , = , $619.61 
County, $172114 , x , 7.2916 , = , $1254.99 
Hospital, $172114 , x , 1.1090 , = , $190.87 
School-Disc, $172114 , x , 2.2480 , = , $386.91 
School-Rle, $172114 , x , 3.7090 , = , $638.37 
St Johns River Water, $172114 , x , 0.2287 , = , $39.36 
Property tax, $172114 , x , 18.1863 , = , $3130 

 Bradford County, FL Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
County, $149087 , x , 9.1104 , = , $1358.24 
School-Disc, $149087 , x , 2.2480 , = , $335.15 
School-Rle, $149087 , x , 3.7540 , = , $559.67 
Suwan Riv Water, $149087 , x , 0.3696 , = , $55.10 
Property tax, $149087 , x , 15.4820 , = , $2308 

 Brevard County, FL Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Base tax, $219090 , x , 14.1867 , = , $3108 

 Broward County, FL Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Base tax, $180260 , x , 20.5907 , = , $3712 

 Charlotte County, FL Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Base tax, $148648 , x , 16.6695 , = , $2478 

 Citrus County, FL Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Fire Rescue Ems, $306193 , x , 0.5881 , = , $180.07 
General County, $306193 , x , 6.2176 , = , $1903.79 
Health Department, $306193 , x , 0.0651 , = , $19.93 
Library, $306193 , x , 0.3217 , = , $98.50 
Mosquito Control, $306193 , x , 0.4478 , = , $137.11 
Schools Capital Outlay, $306193 , x , 1.5000 , = , $459.29 
Schools Discretionary, $306193 , x , 0.7480 , = , $229.03 
Schools Local Req'd Effort, $306193 , x , 3.6820 , = , $1127.40 
Stormwater, $306193 , x , 0.0974 , = , $29.82 
SWFWMD General, $306193 , x , 0.2669 , = , $81.72 
Transportation Trust, $306193 , x , 0.5988 , = , $183.35 
Property tax, $306193 , x , 14.5334 , = , $4450 

 Clay County, FL Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Base tax, $190174 , x , 15.2187 , = , $2894 

 Collier County, FL Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Base tax, $220658 , x , 12.1337 , = , $2677 

 DeSoto County, FL Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Base tax, $86000 , x , 17.1468 , = , $1475 

 Duval County, FL Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Base tax, $184366 , x , 18.5658 , = , $3423 

 Escambia County, FL Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Base tax, $247308 , x , 13.6196 , = , $3368 

 Flagler County, FL Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Base tax, $192351 , x , 19.7838 , = , $3805 

 Franklin County, FL Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Base tax, $422743 , x , 11.2322 , = , $4748 

 Gadsden County, FL Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Base tax, $166827 , x , 19.5444 , = , $3261 

 Glades County, FL Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
County, $38983 , x , 9.1367 , = , $356.18 
Law-Enf, $38983 , x , 3.0000 , = , $116.95 
Sch-Disc, $38983 , x , 2.2480 , = , $87.63 
Sch-Lre, $38983 , x , 3.7340 , = , $145.56 
Sfw-Everg Const, $38983 , x , 0.0380 , = , $1.48 
South FL Water, $38983 , x , 0.2295 , = , $8.95 
Property tax, $38983 , x , 18.3862 , = , $717 

 Hardee County, FL Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Base tax, $130340 , x , 20.8669 , = , $2720 

 Hendry County, FL Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Base tax, $160863 , x , 24.3569 , = , $3918 

 Hernando County, FL Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Base tax, $178147 , x , 15.6643 , = , $2791 

 Hillsborough County, FL Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Childrens Board, $238967 , x , 0.4589 , = , $109.66 
County Operating, $238967 , x , 5.7309 , = , $1369.50 
Environmental Land, $238967 , x , 0.0604 , = , $14.43 
Hills CO Transit Authority, $238967 , x , 0.5000 , = , $119.48 
Library-Service, $238967 , x , 0.5583 , = , $133.42 
Port Authority, $238967 , x , 0.0990 , = , $23.66 
School - Local, $238967 , x , 2.2480 , = , $537.20 
School - State, $238967 , x , 3.7190 , = , $888.72 
Tampa City, $238967 , x , 6.2076 , = , $1483.41 
Water Management, $238967 , x , 0.2669 , = , $63.78 
Property tax, $238967 , x , 19.8490 , = , $4743 

 Indian River County, FL Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Base tax, $382483 , x , 14.7605 , = , $5646 

 Jefferson County, FL Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Base tax, $52044 , x , 13.9451 , = , $726 

 Lake County, FL Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Base tax, $238902 , x , 14.2608 , = , $3407 

 Lee County, FL Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
City of Fort Myers, $216412 , x , 7.9643 , = , $1723.57 
Lee County General Revenue, $216412 , x , 4.0506 , = , $876.60 
Lee County Hyacinth Control, $216412 , x , 0.0221 , = , $4.78 
Lee County Library Fund, $216412 , x , 0.4956 , = , $107.25 
Lee County Mosquito Control, $216412 , x , 0.2439 , = , $52.78 
Public School - by Local Board, $216412 , x , 2.2480 , = , $486.49 
Public School - by State Law, $216412 , x , 3.8100 , = , $824.53 
SFL Water Mgmt-District Levy, $216412 , x , 0.1103 , = , $23.87 
SFL Water Mgmt-Everglade Const, $216412 , x , 0.0380 , = , $8.22 
SFL Water Mgmt-Okeechobee Levy, $216412 , x , 0.1192 , = , $25.80 
West Coast Inland Navigation District, $216412 , x , 0.0394 , = , $8.53 
Property tax, $216412 , x , 19.1414 , = , $4142 

 Leon County, FL Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Base tax, $234806 , x , 18.9085 , = , $4440 

 Levy County, FL Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Board of CO Commissioners, $184908 , x , 9.0000 , = , $1664.17 
School - Local, $184908 , x , 1.5000 , = , $277.36 
School - State, $184908 , x , 3.7390 , = , $691.37 
School-Basic Disc, $184908 , x , 0.7480 , = , $138.31 
SWFWMD, $184908 , x , 0.2669 , = , $49.35 
Property tax, $184908 , x , 15.2539 , = , $2821 

 Liberty County, FL Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Base tax, $95346 , x , 15.3088 , = , $1460 

 Madison County, FL Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Base tax, $38254 , x , 16.3786 , = , $627 

 Manatee County, FL Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Base tax, $1069770 , x , 15.2818 , = , $16348 

 Marion County, FL Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Base tax, $198314 , x , 16.4967 , = , $3272 

 Martin County, FL Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Base tax, $539960 , x , 17.4553 , = , $9425 

 Nassau County, FL Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Base tax, $211802 , x , 15.9618 , = , $3381 

 Okaloosa County, FL Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Base tax, $325773 , x , 13.5969 , = , $4430 

 Okeechobee County, FL Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Base tax, $128192 , x , 14.5475 , = , $1865 

 Orange County, FL Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
County General, $1858156 , x , 4.4347 , = , $8240.36 
Library Oper, $1858156 , x , 0.3748 , = , $696.44 
Uninc. Orange (Utd & Fire Ems), $1858156 , x , 4.0480 , = , $7521.82 
School State Rle, $2005564 , x , 3.6090 , = , $7238.08 
South Florida WMD, $1858156 , x , 0.2675 , = , $497.06 
School Local, $2005564 , x , 3.2480 , = , $6514.07 
Property tax, $1858156 , x , 15.9820 , = , $29697 

 Osceola County, FL Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Base tax, $1339000 , x , 14.5252 , = , $19449 

 Palm Beach County, FL Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Base tax, $330570 , x , 21.2568 , = , $7027 

 Pasco County, FL Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Base tax, $71636 , x , 23.0948 , = , $1654 

 Pinellas County, FL Property Tax information

 Tax description , Assessed value , , Exemption , , Taxable value , , Millage rate , , Property tax 
Pinellas County, $970481 , - , $0 , = , $970481 , x , 5.3590 , = , $5200.81 
Mstu, $970481 , - , $0 , = , $970481 , x , 2.0857 , = , $2024.13 
Clearwater Fid, $970481 , - , $0 , = , $970481 , x , 2.7938 , = , $2711.33 
Other Districts, $970481 , - , $0 , = , $970481 , x , 1.1800 , = , $1145.17 
School District, $970481 , - , $0 , = , $970481 , x , 6.4270 , = , $6237.28 
Transit District, $970481 , - , $0 , = , $970481 , x , 0.7500 , = , $727.86 
County Library Services, $970481 , - , $0 , = , $970481 , x , 0.5000 , = , $485.24 
Emerg Medical Services, $970481 , - , $0 , = , $970481 , x , 0.9158 , = , $888.77 
Base tax, , , , , , , , = , $19421 

 Polk County, FL Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Base tax, $89469 , x , 20.6904 , = , $1851 

 Putnam County, FL Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
City of Palatka, $67970 , x , 6.4000 , = , $435.01 
Putnam County General Fund, $67970 , x , 9.4404 , = , $641.66 
School District Capital Outlay, $67970 , x , 1.5000 , = , $101.95 
School District Discretionary, $67970 , x , 0.7480 , = , $50.84 
School Local Required Effort, $67970 , x , 3.6490 , = , $248.02 
St. Johns River Water Management, $67970 , x , 0.2287 , = , $15.54 
Property tax, $67970 , x , 21.9661 , = , $1493 

 Santa Rosa County, FL Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Nwest FL Water Management Dist, $8697 , x , 0.0311 , = , $0.27 
Santa Rosa County, $8697 , x , 6.0953 , = , $53.01 
Santa Rosa School Board, $8697 , x , 6.0500 , = , $52.62 
Property tax, $8697 , x , 12.1764 , = , $106 

 Sarasota County, FL Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Base tax, $167900 , x , 15.5500 , = , $2611 

 Seminole County, FL Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Base tax, $205480 , x , 13.9134 , = , $2859 

 St Johns County, FL Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Base tax, $528686 , x , 13.3141 , = , $7039 

 St Lucie County, FL Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Base tax, $190400 , x , 24.7348 , = , $4710 

 Sumter County, FL Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Base tax, $441200 , x , 12.0498 , = , $5316 

 Taylor County, FL Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Base tax, $110050 , x , 14.9892 , = , $1650 

 Union County, FL Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Base tax, $27030 , x , 19.7006 , = , $533 

 Volusia County, FL Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Florida Inland Navigation Dist, $267904 , x , 0.0320 , = , $8.57 
New Smyrna Beach, $267904 , x , 3.7421 , = , $1002.52 
New Smyrna Beach I&S 2005, $267904 , x , 0.2813 , = , $75.36 
New Smyrna Beach I&S 2018, $267904 , x , 0.1466 , = , $39.27 
Ponce Inlet Port Authority, $267904 , x , 0.0880 , = , $23.58 
School, $267904 , x , 5.9070 , = , $1582.51 
Southeast Volusia Hospital Authority, $267904 , x , 1.0574 , = , $283.28 
St Johns Water Management Dist, $267904 , x , 0.2287 , = , $61.27 
Volusia County General Fund, $267904 , x , 5.4500 , = , $1460.08 
Volusia County Library, $267904 , x , 0.5174 , = , $138.61 
Volusia County Mosquito Control, $267904 , x , 0.1781 , = , $47.71 
Volusia Forever, $267904 , x , 0.1052 , = , $28.18 
Volusia Forever I&S 2005, $267904 , x , 0.0783 , = , $20.98 
Property tax, $267904 , x , 17.8121 , = , $4772 

 Wakulla County, FL Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Base tax, $39502 , x , 14.0121 , = , $554 

 Walton County, FL Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Base tax, $77256 , x , 9.2336 , = , $713 

 Bibb County, GA Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Base tax, $69973 , x , 39.1450 , = , $2739 

 Bulloch County, GA Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Base tax, $76508 , x , 22.8410 , = , $1748 

 Burke County, GA Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Fire Tax, $54644 , x , 2.6960 , = , $147.32 
County M&O, $54644 , x , 5.7880 , = , $316.28 
School M&O, $54644 , x , 13.6340 , = , $745.03 
Property tax, $54644 , x , 22.1180 , = , $1209 

 Chatham County, GA Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
County Operations, $117160 , x , 11.5430 , = , $1352.38 
School Operations, $117160 , x , 18.8810 , = , $2212.10 
Special Service, $117160 , x , 4.8010 , = , $562.49 
Chatham Area Transit, $117160 , x , 1.1500 , = , $134.73 
Property tax, $117160 , x , 36.3750 , = , $4262 

 Cherokee County, GA Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Park Bond, $6514344 , x , 0.4800 , = , $3126.89 
School Bond, $6514344 , x , 1.0000 , = , $6514.34 
County Fire, $6514344 , x , 3.2690 , = , $21295.39 
County M&O, $6514344 , x , 5.2160 , = , $33978.82 
School M&O, $6514344 , x , 18.4500 , = , $120189.65 
Property tax, $6514344 , x , 28.4150 , = , $185105 

 Clayton County, GA Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Fire, $59768 , x , 4.9060 , = , $293.23 
County, $59768 , x , 15.0890 , = , $901.85 
School M&O, $59768 , x , 20.0000 , = , $1195.38 
Property tax, $59768 , x , 39.9950 , = , $2390 

 Cobb County, GA Property Tax information

 Tax description , Assessed value , , Exemption , , Taxable value , , Millage rate , , Tax amount 
School Gen, $165776 , - , $10000 , = , $155776 , x , 18.9000 , = , $2944.17 
County Gen, $165776 , - , $53724 , = , $112052 , x , 8.4600 , = , $947.96 
County Bond, $165776 , - , $0 , = , $165776 , x , 0.1300 , = , $21.55 
County Fire, $165776 , - , $0 , = , $165776 , x , 2.8600 , = , $474.12 
Current tax, , , , , , , , = , $4388 

 Columbia County, GA Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
City of Harlem, $109881 , x , 34.4890 , = , $3789685.81 
Property tax, $109881 , x , 34.4890 , = , $3790 

 Crawford County, GA Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Base tax, $43760 , x , 40.6700 , = , $1780 

 DeKalb County, GA Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
County BNDS, $119960 , x , 0.3540 , = , $42.47 
Unic Bonds, $119960 , x , 0.5550 , = , $66.58 
Hospitals, $119960 , x , 0.6420 , = , $77.01 
Special SVCS, $119960 , x , 0.9830 , = , $117.92 
City Millage, $119960 , x , 1.4380 , = , $172.50 
Fire, $119960 , x , 2.7920 , = , $334.93 
Police, $119960 , x , 4.9790 , = , $597.28 
General Opns, $119960 , x , 9.3660 , = , $1123.55 
School Opns, $119960 , x , 23.0800 , = , $2768.68 
Property tax, $119960 , x , 44.1890 , = , $5301 

 Douglas County, GA Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Base tax, $59640 , x , 33.1630 , = , $1978 

 Fayette County, GA Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
911 Services, $137404 , x , 0.2100 , = , $28.85 
Emergency Medical Service, $137404 , x , 0.4560 , = , $62.66 
County School Bond, $137404 , x , 1.1800 , = , $162.14 
County Fire, $137404 , x , 3.0700 , = , $421.83 
County M&O, $137404 , x , 4.2770 , = , $587.68 
County School M&O, $137404 , x , 19.1500 , = , $2631.29 
Property tax, $137404 , x , 28.3430 , = , $3894 

 Forsyth County, GA Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
State Tax, $565660 , x , 0.0000 , = , $0.00 
County M&O, $565660 , x , 7.4650 , = , $4222.65 
County Bond, $565660 , x , 0.9300 , = , $526.06 
School M&O, $565660 , x , 17.3000 , = , $9785.92 
School Bond, $565660 , x , 2.4180 , = , $1367.77 
Fire District, $565660 , x , 2.1750 , = , $1230.31 
Base tax, $565660 , x , 30.2880 , = , $17133 

 Fulton County, GA Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Atlanta Bonds, $67360 , x , 1.8800 , = , $126.64 
Atlanta General, $67360 , x , 7.8500 , = , $528.78 
Atlanta Parks, $67360 , x , 0.5000 , = , $33.68 
Atlanta School, $67360 , x , 2.0740 , = , $139.70 
Fulton Bonds, $67360 , x , 0.2200 , = , $14.82 
Fulton Oper, $67360 , x , 9.7760 , = , $658.51 
Property tax, $67360 , x , 22.3000 , = , $1502 

 Gwinnett County, GA Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
County, $155800 , x , 6.9500 , = , $1082.81 
Detention Center Bond, $155800 , x , 0.3600 , = , $56.09 
School, $155800 , x , 19.7000 , = , $3069.26 
School Bond, $155800 , x , 1.6500 , = , $257.07 
Recreation, $155800 , x , 1.0000 , = , $155.80 
Police, $155800 , x , 2.9000 , = , $451.82 
Fire, $155800 , x , 3.2000 , = , $498.56 
Economic Development, $155800 , x , 0.3000 , = , $46.74 
Property tax, $155800 , x , 36.0600 , = , $5618 

 Henry County, GA Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Henry County, $86240 , x , 12.7330 , = , $1098.09 
School M&O, $86240 , x , 20.0000 , = , $1724.80 
School Bonds, $86240 , x , 3.6280 , = , $312.88 
Water District, $86240 , x , 2.0000 , = , $172.48 
Property tax, $86240 , x , 38.3610 , = , $3308 

 Houston County, GA Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Base tax, $92560 , x , 24.6780 , = , $2284 

 Jones County, GA Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
School Bond, $47875 , x , 1.7880 , = , $85.60 
County M & O, $47875 , x , 16.1970 , = , $775.43 
School M & O, $47875 , x , 18.0000 , = , $861.75 
Property tax, $47875 , x , 35.9850 , = , $1723 

 Lincoln County, GA Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Base tax, $20456 , x , 32.1300 , = , $657 

 McDuffie County, GA Property Tax information

 Tax description , Assessed value , , Tax rate , , Tax amount 
Base tax, $91005 , x , 28.1900 , = , $2565 

 Monroe County, GA Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Forsyth City Taxes, $37840 , x , 3.0000 , = , $113.52 
County, $37840 , x , 13.1870 , = , $499.00 
School, $37840 , x , 15.5460 , = , $588.26 
Property tax, $37840 , x , 31.7330 , = , $1201 

 Muscogee County, GA Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Property tax, $13732 , x , 40.8410 , = , $561 

 Peach County, GA Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Byron City, $2159018 , x , 9.0000 , = , $19431.16 
County, $2159018 , x , 14.4030 , = , $31096.34 
School, $2159018 , x , 16.9050 , = , $36498.20 
Property tax, $2159018 , x , 40.3080 , = , $87026 

 Pulaski County, GA Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Fire, $6735 , x , 0.7490 , = , $5.04 
School, $6735 , x , 13.9850 , = , $94.19 
County, $6735 , x , 14.0470 , = , $94.61 
Property tax, $6735 , x , 28.7810 , = , $194 

 Richmond County, GA Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
Fire - County, $20339 , x , 2.1120 , = , $42.96 
County Operations, $20339 , x , 10.4500 , = , $212.54 
School M&O, $20339 , x , 19.7940 , = , $402.59 
Property tax, $20339 , x , 32.3560 , = , $658 

 Rockdale County, GA Property Tax information

 Tax description , Assessed value , , Millage rate , , Tax amount 
State Tax, $32320 , x , 0.0000 , = , $0.00 
County M&O, $32320 , x , 20.1900 , = , $652.54 
School M&O, $32320 , x , 24.7000 , = , $798.30 
Property tax, $32320 , x , 44.8900 , = , $1451 

 Twiggs County, GA Property Tax information

